ID	Start	End	Text
5340-3	240765	240772	страшно
5341-0	240775	240784	Приезжает
5341-1	240785	240790	мужик
5341-2	240791	240792	с
5341-3	240793	240802	маленькой
5341-4	240803	240811	собачкой
5341-5	240813	240817	дает
5341-6	240818	240824	бабуле
5341-7	240825	240830	ружье
5341-8	240832	240842	показывает
5341-9	240843	240845	на
5341-10	240846	240853	собачку
5341-11	240854	240855	и
5341-12	240856	240863	говорит
5341-13	240867	240873	Бабуля
5341-14	240875	240878	это
5341-15	240879	240887	Кефирчик
5342-0	240889	240890	Я
5342-1	240891	240897	сейчас
5342-2	240898	240904	залезу
5342-3	240905	240911	наверх
5342-4	240913	240921	встряхну
5342-5	240922	240927	ветку
5342-6	240929	240936	медведь
5342-7	240937	240945	свалится
5342-8	240947	240955	Кефирчик
5342-9	240956	240963	схватит
5342-10	240964	240967	его
5342-11	240968	240970	за
5342-12	240971	240975	яйца
5342-13	240976	240977	и
5342-14	240978	240985	потащит
5342-15	240986	240987	в
5342-16	240988	240995	зоопарк
5343-0	240999	241005	Хорошо
5343-1	241007	241012	сынок
5344-0	241014	241015	А
5344-1	241016	241021	зачем
5344-2	241022	241024	же
5344-3	241025	241028	мне
5344-4	241029	241034	ружье
5345-0	241038	241044	Убейся
5345-1	241045	241050	нахуй
5346-0	241057	241065	Zahodyat
5346-1	241066	241072	как-то
5346-2	241073	241074	в
5346-3	241075	241078	бар
5346-4	241079	241082	зек
5346-5	241084	241091	долбоёб
5346-6	241093	241102	предатель
5346-7	241103	241104	и
5346-8	241105	241113	семьянин
5346-9	241115	241116	а
5346-10	241117	241123	бармен
5346-11	241124	241126	им
5346-12	241127	241135	govoreet
5347-0	241141	241147	Moloko
5347-1	241148	241152	плюс
5347-2	241154	241172	несовершеннолетним
5347-3	241173	241175	не
5347-4	241176	241183	продаем
5348-0	241187	241191	Вижу
5348-1	241192	241195	вот
5348-2	241196	241204	книжонки
5348-3	241205	241206	у
5348-4	241207	241211	тебя
5348-5	241212	241215	под
5348-6	241216	241222	мышкой
5348-7	241224	241229	бллин
5349-0	241231	241241	Редкостное
5349-1	241243	241248	можно
5349-2	241249	241256	сказать
5349-3	241258	241270	удовольствие
5349-4	241271	241272	в
5349-5	241273	241277	наши
5349-6	241278	241281	дни
5349-7	241282	241291	встретить
5349-8	241292	241300	человека
5349-9	241302	241309	который
5349-10	241310	241316	что-то
5349-11	241317	241323	читает
5350-0	241328	241330	Да
5350-1	241331	241333	ну
5350-2	241337	241343	сказал
5350-3	241344	241346	он
5350-4	241348	241352	весь
5350-5	241353	241358	дрожа
5351-0	241362	241368	Неужто
5352-0	241370	241377	Впрочем
5352-1	241379	241381	да
5352-2	241383	241385	да
5353-0	241389	241390	А
5353-1	241391	241394	сам
5353-2	241395	241398	все
5353-3	241399	241406	смотрит
5353-4	241407	241409	на
5353-5	241410	241413	нас
5353-6	241415	241417	на
5353-7	241418	241424	одного
5353-8	241426	241433	другого
5353-9	241435	241436	в
5353-10	241437	241442	глаза
5353-11	241443	241454	заглядывает
5353-12	241456	241459	уже
5353-13	241460	241464	стоя
5353-14	241465	241475	посередине
5353-15	241476	241483	этакого
5353-16	241484	241494	улыбчивого
5353-17	241495	241506	аккуратного
5353-18	241507	241515	квадрата
5354-0	241520	241523	Ага
5354-1	241527	241533	говорю
5355-0	241537	241542	Очень
5355-1	241543	241547	было
5355-2	241548	241550	бы
5355-3	241551	241560	интересно
5355-4	241561	241568	глянуть
5355-5	241570	241575	бллин
5355-6	241577	241581	если
5355-7	241582	241591	разрешишь
5355-8	241593	241600	конечно
5355-9	241602	241605	что
5355-10	241606	241609	это
5355-11	241610	241611	у
5355-12	241612	241616	тебя
5355-13	241617	241619	за
5355-14	241620	241626	книжки
5355-15	241627	241632	такие
5356-0	241634	241640	Больше
5356-1	241641	241646	всего
5356-2	241647	241649	на
5356-3	241650	241655	свете
5356-4	241656	241661	люблю
5356-5	241662	241673	хорошенькие
5356-6	241674	241684	чистенькие
5356-7	241685	241691	книжки
5357-0	241696	241706	Чистенькие
5358-0	241710	241718	удивился
5358-1	241719	241721	он
5359-0	241725	241727	Хм
5359-1	241729	241739	чистенькие
5360-0	241743	241744	И
5360-1	241745	241748	тут
5360-2	241749	241752	Пит
5360-3	241753	241758	хватъ
5360-4	241759	241760	у
5360-5	241761	241765	него
5360-6	241766	241772	из-под
5360-7	241773	241778	мышки
5360-8	241779	241782	всю
5360-9	241783	241786	его
5360-10	241787	241796	drebedenn
5360-11	241797	241798	и
5360-12	241799	241808	скоренько
5360-13	241809	241812	нам
5360-14	241813	241819	раздал
5361-0	241821	241828	Каждому
5361-1	241829	241831	по
5361-2	241832	241838	книжке
5361-3	241839	241848	досталось
5361-4	241850	241855	кроме
5361-5	241856	241860	Тёма
5362-0	241862	241864	Та
5362-1	241866	241869	что
5362-2	241870	241879	оказалась
5362-3	241880	241881	в
5362-4	241882	241887	руках
5362-5	241888	241889	у
5362-6	241890	241894	меня
5362-7	241896	241906	называлась
5362-8	241908	241916	Введение
5362-9	241917	241918	в
5362-10	241919	241934	кристаллографию
5362-11	241937	241938	я
5362-12	241939	241946	раскрыл
5362-13	241947	241949	ее
5362-14	241950	241951	и
5362-15	241952	241958	говорю
5362-16	241961	241968	Здорово
5362-17	241970	241976	первый
5362-18	241977	241981	сорт
5362-19	241984	241985	а
5362-20	241986	241989	сам
5362-21	241990	241998	страницы
5362-22	241999	242005	листаю
5362-23	242007	242013	листаю
5363-0	242015	242016	И
5363-1	242017	242022	вдруг
5363-2	242023	242029	говорю
5363-3	242030	242035	таким
5363-4	242036	242043	голосом
5363-5	242044	242056	раздраженным
5364-0	242061	242066	Эт-то
5364-1	242067	242070	еще
5364-2	242071	242074	что
5364-3	242075	242080	такое
5365-0	242082	242088	Гадкое
5365-1	242089	242094	слово
5365-2	242096	242099	мне
5365-3	242100	242102	на
5365-4	242103	242107	него
5365-5	242108	242109	и
5365-6	242110	242117	глядеть
5365-7	242118	242120	то
5365-8	242121	242127	стыдно
5366-0	242129	242131	Ох
5366-1	242133	242144	разочаровал
5366-2	242145	242147	ты
5366-3	242148	242152	меня
5366-4	242154	242160	братец
5366-5	242162	242164	ох
5366-6	242166	242177	разочаровал
5367-0	242182	242184	Но
5367-1	242185	242188	где
5368-0	242192	242202	засуетился
5368-1	242203	242205	он
5369-0	242209	242212	Где
5370-0	242214	242217	Где
5371-0	242222	242225	Ого
5371-1	242229	242236	вступил
5371-2	242237	242245	Джорджик
5371-3	242249	242252	вот
5371-4	242253	242255	уж
5371-5	242256	242259	где
5371-6	242260	242265	грязь
5371-7	242266	242269	так
5371-8	242270	242275	грязь
5372-0	242277	242280	Вот
5372-1	242282	242286	одно
5372-2	242287	242292	слово
5372-3	242293	242295	на
5372-4	242296	242301	букву
5372-5	242303	242304	х
5372-6	242307	242308	а
5372-7	242309	242315	другое
5372-8	242316	242318	на
5372-9	242320	242321	п
5373-0	242326	242327	У
5373-1	242328	242332	него
5373-2	242333	242337	была
5373-3	242338	242343	книга
5373-4	242344	242347	под
5373-5	242348	242357	названием
5373-6	242359	242366	Загадки
5373-7	242367	242368	и
5373-8	242369	242375	чудеса
5373-9	242376	242384	снежинок
5374-0	242390	242394	Надо
5374-1	242395	242397	же
5374-2	242401	242414	присоединился
5374-3	242415	242416	к
5374-4	242417	242420	нам
5374-5	242421	242422	и
5374-6	242423	242432	balbesina
5374-7	242433	242436	Тём
5374-8	242438	242443	глядя
5374-9	242444	242449	через
5374-10	242450	242455	плечо
5374-11	242456	242460	Пита
5374-12	242461	242462	и
5374-13	242464	242467	как
5374-14	242468	242474	всегда
5374-15	242476	242492	perebarstshivaja
5375-0	242496	242497	И
5375-1	242498	242504	впрямь
5375-2	242506	242509	все
5375-3	242510	242513	как
5375-4	242514	242516	по
5375-5	242517	242522	нотам
5375-6	242524	242525	и
5375-7	242526	242530	чего
5375-8	242531	242535	куда
5375-9	242537	242538	и
5375-10	242539	242541	на
5375-11	242542	242550	картинке
5375-12	242551	242559	показано
5376-0	242561	242567	Слушай
5376-1	242571	242578	говорит
5376-2	242582	242584	да
5376-3	242585	242587	ты
5376-4	242588	242590	же
5376-5	242591	242597	просто
5376-6	242598	242605	грязный
5376-7	242606	242613	kozlina
5377-0	242618	242619	И
5377-1	242620	242623	это
5377-2	242624	242625	в
5377-3	242626	242631	таком
5377-4	242632	242641	почтенном
5377-5	242642	242650	возрасте
5377-6	242652	242660	ай-яй-яй
5377-7	242664	242673	заговорил
5377-8	242674	242679	снова
5377-9	242680	242681	я
5377-10	242683	242693	принимаясь
5377-11	242694	242699	рвать
5377-12	242700	242708	попавшую
5377-13	242709	242712	мне
5377-14	242713	242714	в
5377-15	242715	242719	руки
5377-16	242720	242725	книгу
5377-17	242726	242733	пополам
5377-18	242735	242736	а
5377-19	242737	242740	мои
5377-20	242741	242747	друзья
5377-21	242748	242756	занялись
5377-22	242757	242760	тем
5377-23	242761	242763	же
5377-24	242764	242765	с
5377-25	242766	242776	остальными
5377-26	242777	242784	книгами
5377-27	242786	242787	а
5377-28	242788	242796	особенно
5377-29	242797	242806	старались
5377-30	242807	242810	Тём
5377-31	242811	242812	с
5377-32	242813	242818	Питом
5377-33	242820	242826	вдвоем
5377-34	242827	242839	расправляясь
5377-35	242840	242841	с
5377-36	242843	242859	Ромбоэдрическими
5377-37	242860	242871	структурами
5378-0	242874	242879	Stari
5378-1	242880	242886	intell
5378-2	242887	242892	сразу
5378-3	242893	242894	в
5378-4	242895	242901	kritsh
5378-5	242904	242907	Они
5378-6	242908	242910	не
5378-7	242911	242914	мои
5379-0	242916	242927	Хулиганство
5380-0	242929	242938	Вандализм
5381-0	242940	242943	Это
5381-1	242944	242957	муниципальная
5381-2	242958	242971	собственность
5382-0	242978	242989	Учительница
5382-1	242990	242994	дала
5382-2	242995	243002	задание
5382-3	243003	243009	классу
5382-4	243010	243012	на
5382-5	243013	243022	листочках
5382-6	243023	243031	записать
5382-7	243032	243036	свои
5382-8	243037	243042	мысли
5382-9	243043	243044	о
5382-10	243045	243048	том
5382-11	243050	243053	что
5382-12	243054	243059	такое
5382-13	243060	243066	власть
5383-0	243068	243073	Потом
5383-1	243074	243079	стала
5383-2	243080	243090	зачитывать
5384-0	243097	243103	Власть
5384-1	243104	243107	это
5384-2	243108	243113	когда
5384-3	243114	243121	делаешь
5384-4	243122	243127	добро
5385-0	243131	243134	ага
5385-1	243136	243142	хорошо
5386-0	243146	243152	Власть
5386-1	243153	243156	это
5386-2	243157	243162	когда
5386-3	243163	243170	творишь
5386-4	243171	243176	добро
5386-5	243177	243178	и
5386-6	243179	243190	наказываешь
5386-7	243191	243194	зло
5387-0	243198	243204	хорошо
5388-0	243208	243214	Власть
5388-1	243215	243218	это
5388-2	243219	243224	когда
5388-3	243225	243226	у
5388-4	243227	243231	тебя
5388-5	243232	243236	куча
5388-6	243237	243242	телок
5388-7	243243	243244	и
5388-8	243245	243247	ты
5388-9	243248	243249	с
5388-10	243250	243254	ними
5388-11	243255	243257	со
5388-12	243258	243263	всеми
5388-13	243264	243269	спишь
5389-0	243276	243283	Вовочка
5390-0	243285	243290	Опять
5390-1	243291	243293	ты
5390-2	243294	243300	всякие
5390-3	243301	243308	гадости
5390-4	243309	243315	пишешь
5391-0	243317	243327	Немедленно
5391-1	243328	243336	перепиши
5392-0	243339	243346	Вовочка
5392-1	243347	243359	переписывает
5393-0	243362	243371	Марьванна
5394-0	243376	243378	Ну
5394-1	243379	243382	что
5394-2	243384	243391	написал
5395-0	243393	243401	Прочитай
5396-0	243404	243411	Вовочка
5397-0	243416	243422	Власть
5397-1	243425	243428	это
5397-2	243429	243433	сила
5397-3	243435	243442	которая
5397-4	243443	243447	даже
5397-5	243448	243449	и
5397-6	243450	243452	не
5397-7	243453	243460	снилась
5397-8	243461	243466	моему
5397-9	243467	243471	отцу
5398-0	243477	243478	В
5398-1	243479	243490	медицинском
5398-2	243491	243500	институте
5398-3	243503	243509	лекция
5399-0	243511	243520	Профессор
5399-1	243521	243529	вызывает
5399-2	243530	243531	к
5399-3	243532	243537	доске
5399-4	243538	243547	студентку
5399-5	243549	243559	показывает
5399-6	243560	243562	на
5399-7	243563	243570	стоящий
5399-8	243571	243576	рядом
5399-9	243577	243583	скелет
5399-10	243584	243585	и
5399-11	243586	243593	говорит
5399-12	243597	243605	Назовите
5399-13	243606	243607	и
5399-14	243608	243616	покажите
5399-15	243617	243622	части
5399-16	243623	243627	тела
5399-17	243629	243634	когда
5399-18	243635	243641	скелет
5399-19	243642	243645	был
5399-20	243646	243655	человеком
5400-0	243657	243666	Студентка
5400-1	243667	243675	начинает
5400-2	243679	243684	Здесь
5400-3	243685	243688	был
5400-4	243689	243693	мозг
5400-5	243695	243700	здесь
5400-6	243703	243708	глаза
5400-7	243710	243713	нос
5400-8	243715	243718	рот
5400-9	243720	243726	сердце
5400-10	243728	243734	печень
5400-11	243736	243741	почки
5400-12	243743	243752	селезенка
5401-0	243756	243758	До
5401-1	243759	243770	деликатного
5401-2	243771	243776	места
5401-3	243777	243784	доходит
5401-4	243785	243786	и
5401-5	243787	243794	говорит
5401-6	243798	243799	А
5401-7	243800	243805	здесь
5401-8	243806	243809	был
5401-9	243810	243815	пенис
5402-0	243817	243826	Профессор
5402-1	243828	243838	старенький
5402-2	243839	243844	такой
5402-3	243846	243851	сидит
5402-4	243853	243864	задумавшись
5403-0	243869	243878	Профессор
5403-1	243880	243885	здесь
5403-2	243886	243889	был
5403-3	243890	243895	пенис
5403-4	243899	243908	повторяет
5403-5	243909	243918	студентка
5404-0	243922	243924	Да
5404-1	243928	243935	говорит
5404-2	243936	243945	профессор
5404-3	243949	243950	и
5404-4	243951	243953	не
5404-5	243954	243958	один
5405-0	243960	243963	Это
5405-1	243964	243970	скелет
5405-2	243971	243976	твоей
5405-3	243977	243982	мамки
5406-0	243988	243990	На
5406-1	243991	243999	экзамене
5407-0	244001	244010	Профессор
5407-1	244014	244016	На
5407-2	244017	244023	задних
5407-3	244024	244029	рядах
5408-0	244031	244041	Прекратите
5408-1	244042	244052	передавать
5408-2	244053	244062	шпаргалки
5409-0	244064	244072	Студенты
5409-1	244076	244079	Это
5409-2	244080	244082	не
5409-3	244083	244092	шпаргалки
5409-4	244094	244096	мы
5409-5	244097	244098	в
5409-6	244099	244108	преферанс
5409-7	244109	244115	играем
5410-0	244117	244126	Профессор
5410-1	244130	244132	Вы
5410-2	244133	244136	что
5410-3	244137	244140	там
5410-4	244142	244148	совсем
5410-5	244149	244155	охуели
5411-0	244162	244166	Едут
5411-1	244167	244170	два
5411-2	244171	244177	мужика
5411-3	244178	244179	в
5411-4	244180	244186	поезде
5411-5	244187	244188	в
5411-6	244189	244193	купе
5412-0	244195	244201	Одному
5412-1	244202	244207	срать
5412-2	244208	244218	захотелось
5412-3	244219	244229	неимоверно
5413-0	244231	244232	А
5413-1	244233	244240	туалеты
5413-2	244241	244248	закрыты
5414-0	244250	244255	Сосед
5414-1	244256	244259	ему
5414-2	244260	244267	говорит
5414-3	244270	244272	Да
5414-4	244274	244276	Вы
5414-5	244277	244284	газетку
5414-6	244285	244295	расстелите
5414-7	244297	244305	сделаете
5414-8	244306	244310	свое
5414-9	244311	244315	дело
5414-10	244317	244322	потом
5414-11	244323	244331	свернете
5414-12	244332	244333	и
5414-13	244334	244335	в
5414-14	244336	244340	окно
5414-15	244341	244350	выбросите
5414-16	244352	244353	а
5414-17	244354	244355	я
5414-18	244358	244367	отвернусь
5415-0	244370	244375	Мужик
5415-1	244376	244382	мнется
5415-2	244384	244390	мнется
5416-0	244394	244395	В
5416-1	244396	244401	общем
5416-2	244403	244410	решился
5417-0	244412	244417	Сосед
5417-1	244418	244422	окно
5417-2	244423	244429	открыл
5417-3	244431	244436	стоит
5417-4	244438	244443	курит
5418-0	244445	244450	Мужик
5418-1	244451	244460	расстелил
5418-2	244461	244468	газетку
5418-3	244470	244476	присел
5418-4	244478	244485	тужится
5419-0	244489	244494	Потом
5419-1	244495	244502	говорит
5419-2	244505	244514	Вообще-то
5419-3	244516	244517	в
5419-4	244518	244522	купе
5419-5	244523	244525	не
5419-6	244526	244531	курят
5420-0	244540	244552	Невропатолог
5420-1	244553	244559	задает
5420-2	244560	244574	четырехлетнему
5420-3	244575	244583	пациенту
5420-4	244584	244591	вопросы
5420-5	244595	244602	Сколько
5420-6	244603	244604	у
5420-7	244605	244610	киски
5420-8	244611	244616	лапок
5421-0	244620	244626	Четыре
5422-0	244630	244631	А
5422-1	244632	244639	сколько
5422-2	244640	244641	у
5422-3	244642	244647	киски
5422-4	244648	244652	ушек
5423-0	244656	244659	Два
5424-0	244663	244664	А
5424-1	244665	244672	сколько
5424-2	244673	244674	у
5424-3	244675	244680	киски
5424-4	244681	244687	глазок
5425-0	244691	244697	Четыре
5426-0	244702	244704	Да
5426-1	244705	244708	нет
5426-2	244709	244711	же
5426-3	244713	244714	у
5426-4	244715	244720	киски
5426-5	244721	244724	два
5426-6	244725	244732	глазика
5427-0	244736	244739	Нет
5427-1	244741	244747	четыре
5427-2	244749	244754	левый
5427-3	244756	244762	правый
5427-4	244764	244772	парадный
5427-5	244773	244774	и
5427-6	244775	244785	шоколадный
5428-0	244789	244792	Two
5428-1	244793	244799	German
5428-2	244800	244805	spies
5428-3	244806	244809	are
5428-4	244810	244816	coming
5428-5	244817	244819	to
5428-6	244820	244823	the
5428-7	244824	244831	English
5428-8	244832	244835	pub
5428-9	244836	244842	during
5428-10	244843	244847	WWII
5429-0	244849	244855	Before
5429-1	244856	244864	entering
5429-2	244865	244868	the
5429-3	244869	244872	pub
5429-4	244874	244877	one
5429-5	244878	244880	of
5429-6	244881	244885	them
5429-7	244886	244890	says
5429-8	244891	244893	to
5429-9	244894	244901	another
5429-10	244904	244912	Remember
5429-11	244914	244916	we
5429-12	244917	244920	are
5429-13	244921	244924	not
5429-14	244925	244932	Germans
5429-15	244934	244936	so
5429-16	244937	244939	no
5429-17	244940	244948	schnapps
5429-18	244949	244953	this
5429-19	244954	244958	time
5429-20	244960	244965	let's
5429-21	244966	244971	order
5429-22	244972	244975	the
5429-23	244976	244983	martini
5430-0	244987	244989	OK
5430-1	244994	245000	agrees
5430-2	245001	245008	another
5431-0	245010	245012	So
5431-1	245014	245018	they
5431-2	245019	245022	are
5431-3	245023	245029	coming
5431-4	245030	245032	to
5431-5	245033	245036	the
5431-6	245037	245040	pub
5431-7	245041	245044	and
5431-8	245045	245048	one
5431-9	245049	245051	of
5431-10	245052	245056	them
5431-11	245057	245061	says
5431-12	245062	245064	to
5431-13	245065	245066	a
5431-14	245067	245073	barman
5431-15	245077	245084	Martini
5431-16	245086	245092	please
5432-0	245096	245099	Dry
5432-1	245100	245107	martini
5433-0	245111	245115	asks
5433-1	245116	245119	the
5433-2	245120	245126	barman
5434-0	245130	245135	Warum
5434-1	245136	245140	drei
5435-0	245142	245146	Zwei
5436-0	245152	245159	Поймали
5436-1	245160	245167	индейцы
5436-2	245168	245176	русского
5436-3	245178	245183	немца
5436-4	245184	245185	и
5436-5	245186	245194	француза
5437-0	245196	245197	И
5437-1	245198	245205	говорят
5437-2	245209	245214	Нахуя
5437-3	245215	245217	мы
5437-4	245218	245220	их
5437-5	245221	245228	поймали
5437-6	245229	245235	вообще
5438-0	245237	245239	На
5438-1	245240	245245	дворе
5438-2	245246	245248	21
5438-3	245249	245252	век
5438-4	245254	245255	а
5438-5	245256	245258	мы
5438-6	245259	245265	хуйней
5438-7	245266	245274	страдаем
5439-0	245282	245291	Открывает
5439-1	245292	245298	вейпер
5439-2	245299	245305	список
5439-3	245306	245309	дел
5439-4	245310	245312	на
5439-5	245313	245321	выходные
5440-0	245325	245331	Делать
5440-1	245332	245340	мохнатый
5440-2	245341	245351	джейлбрейк
5440-3	245353	245354	в
5440-4	245355	245359	очко
5440-5	245360	245368	жахаться
5440-6	245370	245376	месить
5440-7	245377	245382	глину
5440-8	245384	245390	жарить
5440-9	245391	245398	сосиски
5440-10	245399	245401	на
5440-11	245402	245408	заднем
5440-12	245409	245414	дворе
5440-13	245416	245427	прокатиться
5440-14	245428	245430	на
5440-15	245431	245439	мохнатом
5440-16	245440	245446	мопеде
5440-17	245447	245456	волосатом
5440-18	245457	245468	мотороллере
5440-19	245469	245478	мотоцикле
5440-20	245480	245491	заглядывать
5440-21	245492	245495	под
5440-22	245496	245503	хвостик
5440-23	245505	245514	проверить
5440-24	245515	245521	запасы
5440-25	245522	245533	коричневого
5440-26	245534	245540	золота
5440-27	245542	245549	окунуть
5440-28	245550	245558	батончик
5440-29	245559	245560	в
5440-30	245561	245571	шоколадную
5440-31	245572	245579	глазурь
5440-32	245581	245589	высадить
5440-33	245590	245601	астронавтов
5440-34	245602	245604	на
5440-35	245605	245617	неосвещенной
5440-36	245618	245625	стороне
5440-37	245626	245630	луны
5440-38	245632	245639	загнать
5440-39	245640	245644	свой
5440-40	245645	245650	КамАЗ
5440-41	245651	245652	в
5440-42	245653	245659	темный
5440-43	245660	245667	туннель
5440-44	245669	245679	подключать
5440-45	245680	245690	устройство
5440-46	245691	245703	ввода–вывода
5440-47	245704	245705	к
5440-48	245706	245713	заднему
5440-49	245714	245719	порту
5440-50	245721	245729	вкрутить
5440-51	245730	245737	саморез
5440-52	245739	245745	бурить
5440-53	245746	245752	уголёк
5440-54	245753	245754	в
5440-55	245755	245760	шахте
5440-56	245762	245772	подразнить
5440-57	245773	245779	глиста
5440-58	245781	245790	отгружать
5440-59	245791	245800	загружать
5440-60	245801	245802	с
5440-61	245803	245810	чёрного
5440-62	245811	245815	хода
5440-63	245817	245825	смотреть
5440-64	245826	245831	фильм
5440-65	245833	245838	чарли
5440-66	245839	245840	и
5440-67	245841	245851	шоколадная
5440-68	245852	245859	фабрика
5440-69	245862	245872	подключать
5440-70	245873	245878	шланг
5440-71	245879	245880	к
5440-72	245881	245890	пожарному
5440-73	245891	245899	гидранту
5440-74	245901	245908	вскрыть
5440-75	245909	245914	склад
5440-76	245915	245916	с
5440-77	245917	245929	какао–бобами
5440-78	245931	245940	вонзиться
5440-79	245941	245947	плугом
5440-80	245948	245949	в
5440-81	245950	245958	чернозем
5440-82	245960	245970	посмотреть
5440-83	245971	245975	кино
5440-84	245976	245978	на
5440-85	245979	245985	заднем
5440-86	245986	245990	ряду
5440-87	245992	245998	бурить
5440-88	245999	246010	космическим
5440-89	246011	246017	зондом
5440-90	246018	246024	пещеры
5440-91	246025	246030	Марса
5440-92	246032	246040	опустить
5440-93	246041	246051	боеголовку
5440-94	246052	246053	в
5440-95	246054	246060	темную
5440-96	246061	246066	шахту
5440-97	246068	246077	пробурить
5440-98	246078	246086	нефтяную
5440-99	246087	246095	скважину
5440-100	246097	246106	направить
5440-101	246107	246116	звездолет
5440-102	246117	246118	в
5440-103	246119	246125	черную
5440-104	246126	246130	дыру
5440-105	246132	246139	сорвать
5440-106	246140	246143	куш
5440-107	246144	246145	в
5440-108	246146	246150	очко
5440-109	246152	246158	забить
5440-110	246159	246165	пробку
5440-111	246166	246167	в
5440-112	246168	246173	бочку
5440-113	246174	246176	со
5440-114	246177	246183	смолой
5440-115	246185	246194	стыковать
5440-116	246195	246200	шаттл
5440-117	246201	246202	с
5440-118	246203	246206	МКС
5440-119	246208	246215	загнать
5440-120	246216	246227	истребитель
5440-121	246228	246229	в
5440-122	246230	246235	ангар
5440-123	246236	246237	с
5440-124	246238	246244	задних
5440-125	246245	246250	ворот
5440-126	246252	246260	провести
5440-127	246261	246269	геодезию
5440-128	246270	246271	в
5440-129	246272	246278	Африке
5440-130	246280	246289	поместить
5440-131	246290	246297	белочку
5440-132	246298	246299	в
5440-133	246300	246305	дупло
5440-134	246306	246307	с
5440-135	246308	246316	орешками
5440-136	246318	246327	затолкать
5440-137	246328	246334	полено
5440-138	246335	246336	в
5440-139	246337	246342	топку
5440-140	246343	246351	покрытую
5440-141	246352	246357	сажей
5440-142	246359	246369	прочистить
5440-143	246370	246377	дымоход
5440-144	246379	246387	положить
5440-145	246388	246389	в
5440-146	246390	246398	багажник
5440-147	246400	246405	взять
5440-148	246406	246408	на
5440-149	246409	246416	абордаж
5440-150	246417	246418	с
5440-151	246419	246424	кормы
5440-152	246426	246440	припарковаться
5440-153	246441	246442	с
5440-154	246443	246450	черного
5440-155	246451	246455	хода
5440-156	246457	246466	проверить
5440-157	246467	246473	яблоко
5440-158	246474	246476	на
5440-159	246477	246487	червивость
5440-160	246489	246497	засадить
5440-161	246498	246504	задний
5440-162	246505	246509	двор
5440-163	246511	246519	внедрить
5440-164	246520	246526	своего
5440-165	246527	246533	агента
5440-166	246534	246535	в
5440-167	246536	246544	подполье
5440-168	246546	246553	уколоть
5440-169	246554	246560	мясной
5440-170	246561	246566	иглой
5440-171	246567	246568	в
5440-172	246569	246575	тухлую
5440-173	246576	246580	вену
5440-174	246582	246590	натянуть
5440-175	246591	246593	на
5440-176	246594	246601	поршень
5440-177	246602	246616	уплотнительное
5440-178	246617	246623	кольцо
5440-179	246625	246634	запустить
5440-180	246635	246640	Санту
5440-181	246641	246646	через
5440-182	246647	246654	дымоход
5440-183	246656	246664	провести
5440-184	246665	246670	Марио
5440-185	246671	246673	на
5440-186	246674	246683	секретный
5440-187	246684	246691	уровень
5440-188	246693	246700	выебать
5440-189	246701	246702	в
5440-190	246703	246707	жопу
5440-191	246709	246716	поехать
5440-192	246717	246718	в
5440-193	246719	246726	горящий
5440-194	246727	246730	тур
5440-195	246731	246732	в
5440-196	246733	246743	Черногорию
5440-197	246745	246750	Алекс
5440-198	246753	246759	Юстасу
5440-199	246761	246769	посадить
5440-200	246770	246777	самолет
5440-201	246778	246780	на
5440-202	246781	246789	запасной
5440-203	246790	246798	аэродром
5440-204	246800	246809	погрузить
5440-205	246810	246818	батискаф
5440-206	246819	246824	Кусто
5440-207	246825	246826	в
5440-208	246827	246837	Марианскую
5440-209	246838	246845	впадину
5440-210	246847	246852	взять
5440-211	246854	246861	мустанг
5440-212	246863	246864	с
5440-213	246865	246871	задним
5440-214	246872	246880	приводом
5440-215	246882	246889	вогнать
5440-216	246890	246896	гвоздь
5440-217	246897	246898	в
5440-218	246899	246905	черное
5440-219	246906	246912	дерево
5440-220	246914	246925	познакомить
5440-221	246926	246933	мистера
5440-222	246934	246938	Дика
5440-223	246939	246940	с
5440-224	246941	246949	мистером
5440-225	246950	246957	Брауном
5440-226	246959	246968	отправить
5440-227	246969	246974	отряд
5440-228	246975	246982	храбрых
5440-229	246983	246989	гномов
5440-230	246990	246991	в
5440-231	246992	246997	Морию
5440-232	246999	247007	показать
5440-233	247008	247015	хоббиту
5440-234	247016	247019	где
5440-235	247020	247025	лежит
5440-236	247026	247031	халва
5440-237	247033	247042	запускать
5440-238	247043	247053	властелина
5440-239	247054	247055	в
5440-240	247056	247062	карету
5440-241	247064	247073	заскочить
5440-242	247074	247075	в
5440-243	247076	247081	гости
5440-244	247082	247083	с
5440-245	247084	247091	заднего
5440-246	247092	247097	двора
5440-247	247099	247107	стрелять
5440-248	247108	247109	в
5440-249	247110	247117	яблочко
5440-250	247119	247126	сходить
5440-251	247127	247128	в
5440-252	247129	247133	баню
5440-253	247135	247145	по–чёрному
5440-254	247148	247157	запустить
5440-255	247158	247163	таксу
5440-256	247164	247165	в
5440-257	247166	247174	заросшую
5440-258	247175	247179	нору
5440-259	247181	247191	забуриться
5440-260	247192	247193	в
5440-261	247194	247200	мягкую
5440-262	247201	247207	породу
5440-263	247209	247218	запустить
5440-264	247219	247225	слепую
5440-265	247226	247230	змею
5440-266	247231	247232	в
5440-267	247233	247240	дальнее
5440-268	247241	247247	гнездо
5440-269	247249	247257	нажарить
5440-270	247258	247266	пирожков
5440-271	247268	247275	примять
5440-272	247276	247286	шоколадное
5440-273	247287	247292	тесто
